"state","vacc_date","effective_date","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","cumuluative_new_case_7_per100000","cumuluative_new_death_7_per100000","Mean_retail_and_recreation_percent_change_from_baseline","Mean_grocery_and_pharmacy_percent_change_from_baseline","Mean_parks_percent_change_from_baseline","Mean_transit_stations_percent_change_from_baseline","Mean_workplaces_percent_change_from_baseline","Mean_residential_percent_change_from_baseline","retail_mean","grocery_mean","parks_mean","transit_mean","workplace_mean","residential_mean","SD_retail_and_recreation_percent_change_from_baseline","SD_grocery_and_pharmacy_percent_change_from_baseline","SD_parks_percent_change_from_baseline","SD_transit_stations_percent_change_from_baseline","SD_workplaces_percent_change_from_baseline","SD_residential_percent_change_from_baseline","retail_sd","grocery_sd","parks_sd","transit_sd","workplace_sd","residential_sd","retail_and_recreation_percent_change_from_baseline_2021.01","retail_and_recreation_percent_change_from_baseline_2021.02","retail_and_recreation_percent_change_from_baseline_2021.03","grocery_and_pharmacy_percent_change_from_baseline_2021.01","grocery_and_pharmacy_percent_change_from_baseline_2021.02","grocery_and_pharmacy_percent_change_from_baseline_2021.03","parks_percent_change_from_baseline_2021.01","parks_percent_change_from_baseline_2021.02","parks_percent_change_from_baseline_2021.03","transit_stations_percent_change_from_baseline_2021.01","transit_stations_percent_change_from_baseline_2021.02","transit_stations_percent_change_from_baseline_2021.03","workplaces_percent_change_from_baseline_2021.01","workplaces_percent_change_from_baseline_2021.02","workplaces_percent_change_from_baseline_2021.03","residential_percent_change_from_baseline_2021.01","residential_percent_change_from_baseline_2021.02","residential_percent_change_from_baseline_2021.03","JF_change_retail","FM_change_retail","retail_pattern","JF_change_grocery","FM_change_grocery","grocery_pattern","JF_change_parks","FM_change_parks","parks_pattern","JF_change_transit","FM_change_transit","transit_pattern","JF_change_workplace","FM_change_workplace","workplaces_pattern","JF_change_residential","FM_change_residential","residential_pattern"
"Mississippi",2021-03-17,2021-03-31,20.32,11.28,49.7031291068263,1.1456992472082,-9.66666666666667,-7.76666666666667,-9.72222222222222,3.21111111111111,-21.7666666666667,6.53333333333333,"HIGH","AVG","AVG","HIGH","AVG","LOW",14.4463361865036,9.5058231709465,17.8168130277813,14.8214045373381,12.5761053973912,5.74788676360199,"HIGH","HIGH","LOW","HIGH","HIGH","HIGH",-14.3870967741935,-18.25,2.80645161290323,-10.6451612903226,-11.5357142857143,-1.48387096774194,-14.0967741935484,-21.7857142857143,5.54838709677419,-3.45161290322581,-4.89285714285714,17.1935483870968,-21.4193548387097,-25.8571428571429,-18.4193548387097,7.32258064516129,9.25,3.29032258064516,"Dec","Inc","Dec Inc","Dec","Inc","Dec Inc","Dec","Inc","Dec Inc","Dec","Inc","Dec Inc","Dec","Inc","Dec Inc","Inc","Dec","Inc Dec"
"Missouri",2021-03-17,2021-03-31,20.14,10.8,70.3395101608665,1.06980243590672,-11.8666666666667,-6.35555555555556,1.35555555555556,-15.4222222222222,-21.8888888888889,7.62222222222222,"HIGH","AVG","AVG","AVG","AVG","AVG",13.6630396210138,9.2861030772896,37.4859707423575,12.2263096104931,11.8135747897645,4.86809788610645,"HIGH","HIGH","HIGH","HIGH","AVG","HIGH",-18.4838709677419,-19.4642857142857,1.61290322580645,-10.9354838709677,-9.60714285714286,1.16129032258065,-16.0967741935484,-17.9642857142857,36.258064516129,-22.2258064516129,-21.8214285714286,-2.83870967741935,-22.7096774193548,-24.0357142857143,-19.1290322580645,9,9.64285714285714,4.41935483870968,"Dec","Inc","Dec Inc","Inc","Inc","Inc Inc","Dec","Inc","Dec Inc","Inc","Inc","Inc Inc","Dec","Inc","Dec Inc","Inc","Dec","Inc Dec"
"Montana",2021-03-17,2021-03-31,24.14,14.43,89.4240425521178,0.605580423603506,-7.26666666666667,-0.155555555555556,2.04444444444444,-3.21111111111111,-15.5666666666667,5.5,"HIGH","HIGH","AVG","HIGH","HIGH","LOW",9.93552246948156,7.0086801897716,19.8227602195456,11.5364536490424,7.19558229015429,2.74885062804091,"AVG","AVG","LOW","AVG","LOW","LOW",-13.1935483870968,-12.8214285714286,3.67741935483871,-5.54838709677419,-2.71428571428571,7.54838709677419,-4.12903225806452,-14.1785714285714,22.8709677419355,-11.4838709677419,-8.75,10.0645161290323,-16.5483870967742,-15.4642857142857,-14.6774193548387,6.70967741935484,6.5,3.38709677419355,"Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Inc","Dec Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Dec","Dec Dec"
"Nebraska",2021-03-17,2021-03-31,23.65,13.74,131.72396960334,0.820880575010425,-11.8555555555556,-6.42222222222222,-2.13333333333333,-15.8555555555556,-19.9777777777778,7.83333333333333,"HIGH","AVG","AVG","AVG","HIGH","AVG",12.1540311998526,8.4067626306201,33.3332509362277,11.6083669080607,10.0100823081147,4.47276401987944,"HIGH","AVG","HIGH","HIGH","AVG","AVG",-18.8387096774194,-16.8571428571429,-0.354838709677419,-10.8709677419355,-8.46428571428571,-0.129032258064516,-18.4516129032258,-21.8214285714286,31.9677419354839,-23.3548387096774,-21.1785714285714,-3.54838709677419,-22.3870967741935,-19.5,-18,9.96774193548387,8.42857142857143,5.16129032258065,"Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Inc","Dec Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Dec","Dec Dec"
"Nevada",2021-03-17,2021-03-31,21.16,12.04,75.2531983533787,1.70105509791421,-18.2777777777778,-9.02222222222222,-25.4222222222222,-36.4888888888889,-29.8111111111111,9.28888888888889,"AVG","AVG","LOW","AVG","AVG","AVG",7.60695686585978,5.51805571070707,13.6406347489608,8.64953651345712,7.97453030485315,3.1666962348314,"LOW","LOW","LOW","AVG","LOW","LOW",-25.2258064516129,-19.8571428571429,-9.90322580645161,-14.3548387096774,-9.07142857142857,-3.64516129032258,-35.0322580645161,-27.0714285714286,-14.3225806451613,-44.0645161290323,-39,-26.6451612903226,-32.2903225806452,-29.1785714285714,-27.9032258064516,11.1935483870968,9.28571428571429,7.38709677419355,"Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Dec","Dec Dec"
"New Hampshire",2021-03-17,2021-03-31,25.44,12,201.522003470277,0.759028261658295,-16.6222222222222,-7.67777777777778,10.6111111111111,-29.9333333333333,-23.7333333333333,10.3777777777778,"AVG","AVG","HIGH","AVG","AVG","AVG",9.11915846918001,7.40153002369344,25.4490875068505,8.00393161816832,11.1916903363285,4.18552287627427,"AVG","AVG","AVG","LOW","AVG","AVG",-21.6774193548387,-20.1428571428571,-8.38709677419355,-11.1935483870968,-8.85714285714286,-3.09677419354839,1.35483870967742,4.25,25.6129032258065,-34.4193548387097,-31.6071428571429,-23.9354838709677,-25.2903225806452,-24.5357142857143,-21.4516129032258,11.741935483871,11.0357142857143,8.41935483870968,"Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Dec","Dec Dec"
"New Jersey",2021-03-17,2021-03-31,25.35,13.09,351.152982617018,3.0589427566055,-26.0555555555556,-11.6111111111111,-2.93333333333333,-45.6444444444444,-33.6111111111111,13.2444444444444,"LOW","LOW","AVG","LOW","LOW","HIGH",11.1832148611976,10.3584025973862,37.6297157259788,9.09662378548392,14.270023932048,5.7206723717164,"AVG","HIGH","HIGH","AVG","HIGH","HIGH",-29.741935483871,-31.5714285714286,-17.3870967741935,-13.4838709677419,-15.75,-6,-11.9032258064516,-26.7142857142857,27.5161290322581,-48.2903225806452,-49.4285714285714,-39.5806451612903,-33.8387096774194,-36.0714285714286,-31.1612903225806,13.9677419354839,15.25,10.7096774193548,"Dec","Inc","Dec Inc","Dec","Inc","Dec Inc","Dec","Inc","Dec Inc","Dec","Inc","Dec Inc","Dec","Inc","Dec Inc","Inc","Dec","Inc Dec"
"New Mexico",2021-03-17,2021-03-31,30.08,17.56,66.9979423798234,1.36234015006177,-21.4,-9.96666666666667,-14.7777777777778,-14.8222222222222,-30.5444444444444,10.2666666666667,"AVG","AVG","LOW","AVG","LOW","AVG",9.44980827342515,6.30578475277381,15.4329122826217,10.0912441497264,9.62459526201248,3.84473958440752,"AVG","AVG","LOW","AVG","AVG","AVG",-29.3225806451613,-24.1428571428571,-11,-15,-10.5714285714286,-4.38709677419355,-23.2903225806452,-19.1428571428571,-2.32258064516129,-22.1290322580645,-19,-3.74193548387097,-32.1935483870968,-30.5,-28.9354838709677,12.3548387096774,10.8214285714286,7.67741935483871,"Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Dec","Dec Dec"
"New York",2021-03-17,2021-03-31,23.07,11.37,143.606663015111,0.752650062828237,-32.1888888888889,-14.7777777777778,-24.7444444444444,-49.0222222222222,-33.8333333333333,12.1444444444444,"LOW","LOW","LOW","LOW","LOW","HIGH",8.89374789166802,7.84653044026864,22.2026221303514,6.39166904716518,11.1961570453558,4.6266475622656,"AVG","AVG","AVG","LOW","AVG","AVG",-36.6129032258064,-36.4285714285714,-23.9354838709677,-17.0322580645161,-17.1785714285714,-10.3548387096774,-31.1612903225806,-37.2142857142857,-7.06451612903226,-52.0322580645161,-50.7857142857143,-44.4193548387097,-34.4516129032258,-35.3928571428571,-31.8064516129032,13.2258064516129,13.4642857142857,9.87096774193548,"Inc","Inc","Inc Inc","Dec","Inc","Dec Inc","Dec","Inc","Dec Inc","Inc","Inc","Inc Inc","Dec","Inc","Dec Inc","Inc","Dec","Inc Dec"
"North Carolina",2021-03-17,2021-03-31,22.29,12.6,134.845601785955,1.57162706044237,-16.8333333333333,-6.43333333333333,-1.66666666666667,-31.0222222222222,-25.7777777777778,8.42222222222222,"AVG","AVG","AVG","AVG","AVG","AVG",7.92840151365947,6.26215671646542,24.4820502923439,7.78355768830302,9.73558026499344,3.66881108555934,"LOW","AVG","AVG","LOW","AVG","AVG",-22.8709677419355,-19.3928571428571,-8.48387096774194,-10.6129032258065,-7.57142857142857,-1.2258064516129,-13.4516129032258,-11.6071428571429,19.0967741935484,-36.5483870967742,-33.9642857142857,-22.8387096774194,-28.1935483870968,-25.25,-23.8387096774194,10.258064516129,8.85714285714286,6.19354838709677,"Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Dec","Dec Dec"
"North Dakota",2021-03-17,2021-03-31,26.34,15.06,162.808889572394,0.147873650837778,-12.2111111111111,-13.8,-8.03333333333333,-20.4222222222222,-16.7333333333333,6.42222222222222,"HIGH","LOW","AVG","AVG","HIGH","LOW",7.97255748858946,5.41159803185962,19.003518302282,8.78197563933297,7.7166098395429,3.37864336106941,"LOW","LOW","LOW","AVG","LOW","LOW",-17.5806451612903,-15.6428571428571,-3.74193548387097,-17.3870967741935,-14.9642857142857,-9.16129032258065,-14.2258064516129,-20.5357142857143,9.45161290322581,-26.8709677419355,-24.4285714285714,-10.3548387096774,-17.9354838709677,-16.2142857142857,-16,8.09677419354839,6.92857142857143,4.29032258064516,"Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Inc","Dec Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Dec","Dec Dec"
"Ohio",2021-03-17,2021-03-31,21.45,12.62,111.81282172956,1.93348784473416,-16.5222222222222,-9.08888888888889,15.9333333333333,-20.5888888888889,-23.1222222222222,8.38888888888889,"AVG","AVG","HIGH","AVG","AVG","AVG",10.3849802710916,7.52321417750082,44.2342589281357,9.33507875600276,10.687415447096,4.21259333092874,"AVG","AVG","HIGH","AVG","AVG","AVG",-22.8064516129032,-21.5357142857143,-5.70967741935484,-13.4516129032258,-11.0357142857143,-2.96774193548387,-5.48387096774194,-8.21428571428571,59.1612903225806,-26.1935483870968,-25.3214285714286,-10.7096774193548,-24.7741935483871,-23.3928571428571,-21.2258064516129,9.96774193548387,9.5,5.80645161290323,"Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Inc","Dec Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Dec","Dec Dec"
"Oklahoma",2021-03-17,2021-03-31,24.66,13.49,18.5115784054702,0.21338995280081,-10.8111111111111,-5.01111111111111,-8.28888888888889,-5.42222222222222,-23.0666666666667,7.72222222222222,"HIGH","HIGH","AVG","HIGH","AVG","AVG",15.2719868720878,10.8498376153586,31.4039446618509,15.411930135835,14.1649988002554,5.96813218250193,"HIGH","HIGH","AVG","HIGH","HIGH","HIGH",-15.4516129032258,-20.9642857142857,3,-8.96774193548387,-10.25,3.67741935483871,-20.6129032258065,-29.8928571428571,23.5483870967742,-11.7096774193548,-15.5357142857143,10,-21.9677419354839,-28.6071428571429,-19.1612903225806,8.41935483870968,11.2857142857143,3.80645161290323,"Dec","Inc","Dec Inc","Dec","Inc","Dec Inc","Dec","Inc","Dec Inc","Dec","Inc","Dec Inc","Dec","Inc","Dec Inc","Inc","Dec","Inc Dec"
"Oregon",2021-03-17,2021-03-31,21.49,12.33,68.4715849438622,0.39096831905517,-21.9333333333333,-8.83333333333333,12.4777777777778,-34.7333333333333,-31.7555555555556,9.57777777777778,"AVG","AVG","HIGH","AVG","LOW","AVG",9.89926793343717,5.38046821403558,28.7332668560281,8.98413082838696,11.3764107519904,3.69323030183902,"AVG","LOW","AVG","AVG","AVG","AVG",-29.1290322580645,-25.5357142857143,-11.4838709677419,-12.4838709677419,-9.75,-4.35483870967742,2.67741935483871,0.571428571428571,33.0322580645161,-39.3870967741936,-38.6428571428571,-26.5483870967742,-32.5161290322581,-33.2857142857143,-29.6129032258065,11.1290322580645,10.1428571428571,7.51612903225806,"Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Inc","Dec Inc","Inc","Inc","Inc Inc","Dec","Inc","Dec Inc","Dec","Dec","Dec Dec"
"Pennsylvania",2021-03-17,2021-03-31,23.53,12.02,222.369401088492,1.70871671516299,-21.6555555555556,-10.8444444444444,-7.92222222222222,-38.4666666666667,-28.2111111111111,10.5111111111111,"AVG","AVG","AVG","AVG","AVG","AVG",11.7101330470676,9.48791201513754,34.1951530101601,8.8852864110698,12.2689838635355,4.87885703239722,"HIGH","HIGH","HIGH","AVG","HIGH","HIGH",-27.6451612903226,-26.75,-11.0645161290323,-14.3870967741935,-14.0357142857143,-4.41935483870968,-18.3870967741935,-29.3928571428571,21.9354838709677,-42.3225806451613,-41.9642857142857,-31.4516129032258,-29.7741935483871,-29.8571428571429,-25.1612903225806,11.8064516129032,12.0714285714286,7.80645161290323,"Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Inc","Dec Inc","Inc","Inc","Inc Inc","Dec","Inc","Dec Inc","Inc","Dec","Inc Dec"
"Rhode Island",2021-03-17,2021-03-31,27.01,11.68,287.418845744918,1.52023191137808,-22.5333333333333,-12.6222222222222,21.8555555555556,-45.4777777777778,-28.2,10.1444444444444,"LOW","LOW","HIGH","LOW","AVG","AVG",8.69870195663336,6.73841540699692,45.4877588450351,9.74763327976612,10.9145815259972,4.06564425042775,"AVG","AVG","HIGH","AVG","AVG","AVG",-27.6129032258065,-26.3571428571429,-14,-15.4193548387097,-14.1071428571429,-8.48387096774194,9.90322580645161,-3.57142857142857,56.7741935483871,-49.5806451612903,-49.4642857142857,-37.7741935483871,-29.9032258064516,-29.25,-25.5483870967742,11.6129032258065,11.0714285714286,7.83870967741935,"Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Inc","Dec Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Dec","Dec Dec"
"South Carolina",2021-03-17,2021-03-31,20.7,11.61,139.924597508915,1.18781491943051,-9.8,-5.1,-4.53333333333333,-8.77777777777778,-21.1666666666667,6.75555555555556,"HIGH","HIGH","AVG","HIGH","HIGH","LOW",9.20332133501301,5.95309380429173,24.8633117195381,12.0287836232796,8.11054245266027,3.17755863854206,"AVG","LOW","AVG","HIGH","LOW","LOW",-17.741935483871,-12.5357142857143,0.612903225806452,-10.0645161290323,-6.28571428571429,0.935483870967742,-18.6774193548387,-13.8571428571429,18.0322580645161,-16.1290322580645,-13.7142857142857,3.03225806451613,-24.3225806451613,-20.4285714285714,-18.6774193548387,8.7741935483871,6.92857142857143,4.58064516129032,"Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Dec","Dec Dec"
"South Dakota",2021-03-17,2021-03-31,28.06,15.96,170.247502362506,1.34825235852236,-6.16666666666667,3.67777777777778,13.8222222222222,-3.63333333333333,-14.1777777777778,5.88888888888889,"HIGH","HIGH","HIGH","HIGH","HIGH","LOW",9.94846270095835,8.37442304271626,32.297972864965,12.0629901076424,8.27012734135317,3.46554288901544,"AVG","AVG","AVG","HIGH","LOW","LOW",-11.1935483870968,-11.0714285714286,3.29032258064516,-0.580645161290323,0.214285714285714,11.0645161290323,3.16129032258065,-5.53571428571429,41.9677419354839,-12.8709677419355,-8,9.54838709677419,-15.0645161290323,-14.1428571428571,-13.3225806451613,7.35483870967742,6.32142857142857,4.03225806451613,"Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Inc","Dec Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Dec","Dec Dec"
"Tennessee",2021-03-17,2021-03-31,19.04,10.07,115.68925770939,1.76288392700024,-13.5111111111111,-6.27777777777778,3.4,-18.1444444444444,-23.5333333333333,7.91111111111111,"AVG","AVG","AVG","AVG","AVG","AVG",11.9636569927093,8.04066599312419,30.266902604304,11.9911588321283,11.7952570929014,5.21588852771827,"HIGH","AVG","AVG","HIGH","AVG","HIGH",-18.4516129032258,-21.25,-1.58064516129032,-9.54838709677419,-9.39285714285714,-0.193548387096774,-9.80645161290323,-15.0357142857143,33.258064516129,-23.1612903225806,-25.7142857142857,-6.29032258064516,-24.1612903225806,-26.3214285714286,-20.3870967741935,8.96774193548387,10.2857142857143,4.70967741935484,"Dec","Inc","Dec Inc","Inc","Inc","Inc Inc","Dec","Inc","Dec Inc","Dec","Inc","Dec Inc","Dec","Inc","Dec Inc","Inc","Dec","Inc Dec"
"Texas",2021-03-17,2021-03-31,19.83,10.14,105.807882034664,0.64263025867415,-17.6555555555556,-10.8222222222222,-19.1666666666667,-26.5444444444444,-29.4888888888889,9.6,"AVG","AVG","LOW","AVG","AVG","AVG",12.607435928813,7.37377341203843,21.4901336128147,11.4814565797859,15.035721095575,5.30592206772433,"HIGH","AVG","AVG","AVG","HIGH","HIGH",-21.7096774193548,-25.1785714285714,-6.80645161290323,-13.7096774193548,-13.4642857142857,-5.54838709677419,-27.5483870967742,-33.2857142857143,1.96774193548387,-30.9354838709677,-33.4642857142857,-15.9032258064516,-28.5806451612903,-34.1785714285714,-26.1612903225806,10.7741935483871,12.0714285714286,6.19354838709677,"Dec","Inc","Dec Inc","Inc","Inc","Inc Inc","Dec","Inc","Dec Inc","Dec","Inc","Dec Inc","Dec","Inc","Dec Inc","Inc","Dec","Inc Dec"
"Utah",2021-03-17,2021-03-31,19.94,8.77,105.124911748215,1.44600979020928,-13.2555555555556,-5.78888888888889,14.4333333333333,-29.6888888888889,-25.9888888888889,8.35555555555556,"AVG","HIGH","HIGH","AVG","AVG","AVG",7.66952397496069,5.96524474091183,26.0574344024973,8.53498345468726,9.40654140603605,3.27507135563782,"LOW","LOW","AVG","AVG","LOW","LOW",-18.9354838709677,-15.75,-5.32258064516129,-11.258064516129,-5.92857142857143,-0.193548387096774,-1.03225806451613,2.53571428571429,40.6451612903226,-36.0645161290323,-31.5714285714286,-21.6129032258065,-27.8387096774194,-25.25,-24.8064516129032,9.80645161290323,8.60714285714286,6.67741935483871,"Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Dec","Dec Dec"
"Vermont",2021-03-17,2021-03-31,25.43,13.49,239.009557184835,0.79936306750781,-23.4777777777778,-11.8,-0.888888888888889,-45.9222222222222,-26.6777777777778,11,"LOW","LOW","AVG","LOW","AVG","HIGH",8.41377652755767,7.31966721168986,21.732513024201,6.79925273121035,8.87722471281131,3.74165738677394,"LOW","AVG","AVG","LOW","LOW","AVG",-28.7741935483871,-26.0714285714286,-15.8387096774194,-16.8064516129032,-12.1071428571429,-6.51612903225806,-12.8064516129032,-3.07142857142857,13,-48.4838709677419,-46.9285714285714,-42.4516129032258,-27.4193548387097,-27.25,-25.4193548387097,12.0645161290323,11.4642857142857,9.51612903225806,"Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Dec","Dec Dec"
"Virginia",2021-03-17,2021-03-31,23.06,13.08,131.491692716927,1.52215452238971,-21.6666666666667,-9.68888888888889,-0.411111111111111,-36.7555555555556,-30.3333333333333,11.4777777777778,"AVG","AVG","AVG","AVG","LOW","HIGH",9.53880307192385,8.45296895444547,29.3743350656541,8.85756340441157,12.2198953635712,4.74336385113136,"AVG","AVG","AVG","AVG","HIGH","AVG",-26.8709677419355,-25.5,-13,-13.2258064516129,-12.1428571428571,-3.93548387096774,-11.1290322580645,-18.3928571428571,26.5483870967742,-40.258064516129,-41.1428571428571,-29.2903225806452,-32.2258064516129,-31.6071428571429,-27.2903225806452,13,12.7857142857143,8.7741935483871,"Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Inc","Dec Inc","Dec","Inc","Dec Inc","Inc","Inc","Inc Inc","Dec","Dec","Dec Dec"
"Washington",2021-03-17,2021-03-31,22.88,12.99,103.684471547539,0.697462453518579,-23.5555555555556,-12,8.14444444444444,-46.3555555555556,-33.8111111111111,11.1666666666667,"LOW","LOW","AVG","LOW","LOW","HIGH",9.21541345754536,5.36949352119521,28.0827673622383,7.77826287055122,12.169121398256,3.97817077268299,"AVG","LOW","AVG","LOW","HIGH","AVG",-29.8387096774194,-26.8928571428571,-14.258064516129,-15.2258064516129,-13.4285714285714,-7.48387096774194,-1,-4.60714285714286,28.8064516129032,-50.8064516129032,-48.7857142857143,-39.7096774193548,-34.5806451612903,-35.1785714285714,-31.8064516129032,12.4193548387097,12.0714285714286,9.09677419354839,"Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Inc","Dec Inc","Inc","Inc","Inc Inc","Dec","Inc","Dec Inc","Dec","Dec","Dec Dec"
"West Virginia",2021-03-17,2021-03-31,23.78,14.7,157.796810667064,3.08028020822694,-13.2333333333333,-5.58888888888889,-0.8,-14.2444444444444,-21.3666666666667,7.22222222222222,"AVG","HIGH","AVG","HIGH","HIGH","LOW",12.6322665148963,9.22976918460038,25.5572501202274,12.6990321767927,9.73404773941747,4.0133982848403,"HIGH","HIGH","AVG","HIGH","AVG","AVG",-20.5806451612903,-19.9642857142857,0.193548387096774,-10.8387096774194,-8.82142857142857,2.58064516129032,-13.1935483870968,-15.0714285714286,24.4838709677419,-22.0322580645161,-20.9285714285714,-0.419354838709677,-23.5161290322581,-23.1785714285714,-17.5806451612903,8.93548387096774,8.71428571428571,4.16129032258065,"Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Inc","Dec Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Dec","Dec Dec"
"Wisconsin",2021-03-17,2021-03-31,23.59,13.43,83.3447771221752,0.91433088826015,-19.6,-7.17777777777778,8.74444444444444,-24.7,-20.6333333333333,8.91111111111111,"AVG","AVG","HIGH","AVG","HIGH","AVG",9.20649502046233,7.24774707773881,28.4121200246414,8.16466764496933,10.9692624684216,3.89653964736286,"AVG","AVG","AVG","LOW","AVG","AVG",-25.3548387096774,-23.4285714285714,-10.3870967741935,-11.3548387096774,-8.67857142857143,-1.64516129032258,2.19354838709677,-8.25,30.6451612903226,-29.9354838709677,-28.7142857142857,-15.8387096774194,-22.1935483870968,-20.2142857142857,-19.4516129032258,10.5161290322581,9.35714285714286,6.90322580645161,"Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Inc","Dec Inc","Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Dec","Dec Dec"
"Wyoming",2021-03-17,2021-03-31,22.48,14.14,75.1595140750849,0.888410331856795,-15.1666666666667,-7.71111111111111,-6.45555555555556,-5.8,-17.4888888888889,5.78888888888889,"AVG","AVG","AVG","HIGH","HIGH","LOW",9.1801569103625,7.02202705207691,14.9802575030081,14.7786666774796,9.01215713798037,3.24121784728873,"AVG","AVG","LOW","HIGH","LOW","LOW",-18.8387096774194,-17.5357142857143,-9.35483870967742,-10.2903225806452,-8.89285714285714,-4.06451612903226,-9,-14.6428571428571,3.48387096774194,-7.64516129032258,-11.2142857142857,0.935483870967742,-17.0645161290323,-15.6071428571429,-19.6129032258065,6.64516129032258,6.03571428571429,4.70967741935484,"Inc","Inc","Inc Inc","Inc","Inc","Inc Inc","Dec","Inc","Dec Inc","Dec","Inc","Dec Inc","Inc","Dec","Inc Dec","Dec","Dec","Dec Dec"
